ID,Title,Year,Rank,Poster
53f356f3-e486-456b-b227-1574bcbde0bd,What Men Want,2019,40/60,/30IiwvIRqPGjUV0bxJkZfnSiCL.jpg
8f333e73-26b6-4f72-b8d1-01c1c2bfb294,When Harry Met Sally...,1989,55/45,/3wkbKeowUp1Zpkw1KkBqMWbt0P9.jpg
5cbc6668-42fb-4839-b42f-81bd2ee0c597,When In Rome,2010,55/45,
f66172a0-1868-4876-a7bb-f4f5b6b4f017,Which Brings Me To You,2023,70/30,
7eef9fb3-0880-4a85-85ec-cadb6aa8ddf3,While You Were Sleeping,1995,65/35,/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg
7dc22c1f-2bbf-4e66-90d2-bd67a6df5dc9,Working Girl,1988,40/60,/q2jfFzZvAzjTaArQR0tjilIZ5aJ.jpg
d427dbc0-8952-4441-8cc5-8217e9c7a488,You Again,2010,30/70,/9qI5JE6yjmtakTankuDOMZ1vgEx.jpg
08cd46f2-0cb6-4e62-a8f9-726ce75837fc,Flipped,2010,75/25,/6zDYFigohwncqFL00MKbFV01dWb.jpg
fad4ac5a-34a1-4f36-bb20-4e08d746abcc,Little Manhattan,2005,80/20,/z0RNI1NMtsvLsuTo1rWZfNHVs1z.jpg
f5450cb0-7024-4f7a-b31a-a9f1ff2d7c28,It's Kind of a Funny Story,2010,25/75,/hQE4q8Szeaae4davgB7o8MTLmwr.jpg
d6362d50-40e9-4e5b-b414-ef9c46b465b3,Eternal Sunshine of the Spotless Mind,2004,60/40,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg
4b807598-0ede-40d1-8ed6-a249bdb73028,Me and Earl and the Dying Girl,2015,35/65,/eLjS2bLMjln2n2I73Xu6TaANPDZ.jpg
ff3d6a77-02b8-4039-8600-06b93a834049,Sing Street,2016,50/50,/sUWpVlrvzU2SJbnVZqIeKulPKwk.jpg
fdce8f32-bec8-44f7-9039-a954cb818702,The Art of Getting By,2011,45/55,/3ahdKyzHbYhvqJdtpsEWipEai98.jpg
7c927daa-71d6-4989-8a10-e35c97826f9f,The Fault in Our Stars,2014,85/15,/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg
64d806b4-4527-4874-9fd1-f5df3f167ad6,The Perks of Being a Wallflower,2012,40/60,/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg
7abd5791-c076-4b78-8451-350b19f0c848,"Crazy, Stupid, Love.",2011,60/40,/p4RafgAPk558muOjnBMHhMArjS2.jpg
407a3407-4597-4bdd-8f48-5c9ba6522c3b,Me Before You,2016,90/10,/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg
bd666359-7886-4b21-a57f-c3eaba49f8dd,50/50,2011,20/80,/8f9tM9JVB4ETBhxlQcXIjLckArl.jpg
c0c8d901-8afe-4c24-b508-82c0b72e5f7e,Midnight in Paris,2011,55/45,/4wBG5kbfagTQclETblPRRGihk0I.jpg
8572512d-9661-45b7-8b88-9ac0825fff15,Before Sunrise,1995,70/30,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg
10789ffc-fbad-4281-b5e3-8edf3a24f65e,Stranger Than Fiction,2006,35/65,/nCzcepubwShvZ4vbCsygQNgF2Z1.jpg
78f3ba05-5c28-4cc4-86a6-42cc5388e80f,My Girl,1991,65/35,/qyJJNHteA7BUwQSey05t7qP4vRV.jpg
e2efc2ca-de21-4bcc-bd57-71e7b2a95634,Love & Other Drugs,2010,75/25,/wZLM2uKJRYNchLmiCIjosX0rXy8.jpg
5184ea32-a670-4d19-9f98-6ddf1e4e4e42,Nick and Norah's Infinite Playlist,2008,50/50,/cndxWgZEHnSUtytrMjal97ye34E.jpg
61b6bbf8-824b-436c-98ae-0276c74038b3,Charlie Bartlett,2007,30/70,
80f041ae-d092-470e-be46-5bf1f3bbf2c6,14 Phere,2021,45/55,/afEOWT6LvwPz9oeHnNKzObBu2NB.jpg
fa4befa3-9ab4-4dcd-9c4f-7f73c04d1209,Bang Baaja Baaraat,2015,55/45,
50c6d1b1-b133-409b-90ae-fd1589f8aa46,Love Per Square Foot,2018,70/30,
441650fb-0d76-4cf1-9cce-7d601b37dfde,Flames,2018,65/35,
eeb6e410-bd2e-4fa7-adaf-7b4a29f75877,ImMATURE,2019,40/60,
c8e6f4e3-719b-4ab0-a4f6-153c76106624,You've Got Mail,1998,75/25,/e2uVtH6TpMfUl7WeOM70ezkcjsU.jpg
1fb7da43-4601-49ca-ace0-50596a6605b3,The Ugly Truth,2009,50/50,/2rq96Ihbqb1eU3TEBVtgFlqbeX7.jpg
27a66435-d13c-459c-9afa-f80e2981e11b,Sleepless in Seattle,1993,80/20,/iLWsLVrfkFvOXOG9PbUAYg7AK3E.jpg
15c5a6d1-5f09-4432-a5ab-5ce73e98db94,The Break-Up,2006,45/55,/yN3b4ElUOMA2lNcwAzr9TEBpmy.jpg
07153c54-620a-4abd-8747-5abccfdeaee8,Wedding Crashers,2005,30/70,/lFM3lk2zVzC1YFnKm0r6LbFPyRu.jpg
da82045a-d33d-4404-8028-b0d3c748bf57,The Switch,2010,60/40,/lQZpZHLafAfYwogCF23lnfPQmIh.jpg
826fd223-4247-40b2-9659-7fe08e13b076,Shallow Hal,2001,35/65,/q4lZrHWTWuybb6pzMucj1c0ngCW.jpg
fe8ec301-114d-4440-b65c-473e3d04a3ac,Annie Hall,1977,55/45,/jj46Biz1WYQZoVZfXxeT9u4XRrS.jpg
dabae096-fc8a-4360-872b-d118fbf465d6,The Girl Next Door,2004,50/50,/5mVyFHSY2rSsNgD4NfEwV82HigU.jpg
e4b61938-4770-48a7-a777-1ae9ffc74dca,Clueless,1995,40/60,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
ad778e90-0ae8-4262-80ff-3acf2ef0b96c,Meet the Parents,2000,25/75,/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg
c5884e27-43eb-4b88-a5f0-59695ef9eb96,It Could Happen to You,1994,70/30,/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg
79880d35-7c36-4e49-85c5-ab435a93ab8f,Amélie,2001,85/15,/nSxDa3M9aMvGVLoItzWTepQ5h5d.jpg
29185cf3-f8dc-4df7-b7c6-429418b5da63,About a Boy,2002,65/35,/optezspqJjHI9WyC8brY96zbcdt.jpg
d5d9cc75-d92e-46f8-9314-63c3951a4f1b,"I Love You, Man",2009,20/80,/xr4zAYsvgTzvMMiWu6qCAP9WBer.jpg
2ce74778-7ed9-4b04-8332-c133ee55cb00,Monster-in-Law,2005,45/55,/iRqcGkIPdRbEaW0xMEA5kgceUF8.jpg
ca87d202-8b97-4123-8a7b-9c48a4d12bac,Yes Man,2008,35/65,/16zVbgFLTUaUTG1wQHuGjfWNuDM.jpg
5ed0d6ef-e2e1-4c52-9bf2-6f55126b307a,Sex and the City,2008,75/25,/AhNfnsGW95RKHQNLdgFH48UN0Zy.jpg
76f1709e-efbb-4878-8bee-b0940184be7f,Anything Else,2003,60/40,/bvyoWDh60R31ZE5L8TjZ8Qpv5xM.jpg
05a58f73-b996-430b-8ffa-58834ccd5e4a,Addicted to Love,1997,55/45,/sRfuSc6E9GvVaOHdPv4vG3ywfMw.jpg
b808e3fb-e87a-4c7f-a665-53ff5e5dee50,Take Me Home Tonight,2011,50/50,/nInduPOusI1alDIC0UttFjDIKsO.jpg
c9773fc5-2fa9-4c3f-a053-ac4f80ce74c8,The Invention of Lying,2009,30/70,/clP8tDZeM9jgnqmu4VBClBDpLtS.jpg
8ddc363b-21e4-4f7e-929f-85794b8d54ff,The Sweetest Thing,2002,40/60,/lmutEJMIzRjGsJLzse6RNZ9TWYv.jpg
bed221c2-bada-4d4a-9906-94d9e95fcd85,My Fake Fiancé,2009,70/30,
2b3f6547-3500-40c2-ba99-73eefbc1bead,Imagine Me & You,2005,65/35,
3eb4f8a4-9a37-4946-a9bf-42074671ca3f,The Bounty Hunter,2010,45/55,/fJPKar0jnAsS09l3xfP6LL8sUkX.jpg
f0951f71-0d94-4979-a7da-02f2aae83b1b,Blended,2014,50/50,/o2YrH9jS7CAfWjETHFeL0tth79E.jpg
a3f7cee1-4bec-4012-966c-26f1a17de425,Silver Linings Playbook,2012,55/45,/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg
c14ae5ae-8801-483b-bc0f-3bd57aea4845,Roxanne,1987,60/40,/c2XSGkpAIIof6Oi8Sr6wBvwt1Lk.jpg
0904163c-74ea-47b3-a224-5b07982fd1f6,Never Been Kissed,1999,75/25,/6BngDhDNfbBjhVFWDT2yMve32vi.jpg
1d4bf4ea-76b5-497a-8b41-ca94c648107a,Brown Sugar,2002,80/20,/hKltNdfxKg28mOgFwizNyhIFkJ2.jpg
21001cf6-cf3b-4825-9a63-faafb079be81,Chasing Amy,1997,35/65,/eFhPqkNmRDfRHyQiUzUdoQjpwgh.jpg
877065cd-1dae-421f-a948-9f6a2860d87c,Shakespeare in Love,1998,70/30,/xeRom2aQmB7aVp3ft5O7UcRI2AO.jpg
291aca42-a900-4d36-a1ac-03844b818adc,Enough Said,2013,60/40,/p5naJg0K8xF0h0HWEfiz6rc9lC4.jpg
067b2016-2470-46b8-8354-75744fec2a09,Chocolat,2000,85/15,/pb2xpBtzkUBgBe4jdn0KVfEuaHt.jpg
6afebb0b-84d7-4237-ae74-1d326186a4a3,The Princess Bride,1987,40/60,/4DrdwQ5EC4iy0DQwcjerTk4cqX.jpg
7a488029-b5e9-40a3-b644-3720cce1e780,Six Days Seven Nights,1998,55/45,/fzWrrCzRa16v51TXAUuT6Wendw7.jpg
387a746c-b661-4184-96e0-964c25f0a500,Bridesmaids,2011,20/80,/gJtA7hYsBMQ7EM3sPBMUdBfU7a0.jpg
7a38d9a1-9f80-4c81-add7-40f0950f8d91,I Give It a Year,2013,45/55,/hCSqxrM5Sw6AhDIRfxQ4BenPd9y.jpg
c4c6c948-6af7-4c8a-a692-53b65571af4b,High School Musical,2006,65/35,/1DGmWZjUJPeKGFRHGCA6VPFUBML.jpg
9835e3fd-fb0a-41ff-82f1-8263752d3b29,Save the Date,2012,75/25,/qSNMz9BRpEfVvpKIv3fROd2bLOI.jpg
0bfa72df-da96-4ad4-9240-755a226dc0ee,An Affair to Remember,1957,90/10,/jwbWglYHbjqUu8M9DjTYzTOFklt.jpg
16084bc7-0b4a-4b1a-85e9-b0ad5caa7c8f,Fool's Gold,2008,30/70,/5pIqVNmWJ87K5dk9tE01o6gknZJ.jpg
3c2554da-fb92-4441-a9fd-6b35ceddbe52,In Her Shoes,2005,70/30,/4x1w6GD9XZvMpBlc44bXLjCbQDj.jpg
9375a247-af03-4222-90b8-01f8e95ed975,Spanglish,2004,50/50,/t7mBGNmaUFU9nGebA8P6hLaj7jO.jpg
5f335317-adb1-4aa6-8b9d-3eaaa6c1d96b,Falling in Love,1984,85/15,/c8Ti4tOwAmY6RhUxV9JsXl2W4l7.jpg
b6b89b93-810f-4e65-914c-bdf89c01e5dc,Emma,1996,70/30,/rDj805Hdkhj0xrIaqXxUj2SbxZo.jpg
6cdaf9e2-dccd-4a05-be1e-877ed39ae983,Sliding Doors,1998,55/45,/s8VOVTywXZIIHqdEjkCZziH0ebq.jpg
fc7df536-e176-42c6-bd31-1af34f8b7bf4,What Women Want,2000,40/60,/n5NOxrcgeiCxvEn47FG9bvlHNsV.jpg
b60baf68-2167-418b-9d6e-10afc12352dd,The Princess Diaries,2001,65/35,/wA4lgl8gmoICSShviCkEB61nIBB.jpg
95b59e1d-53e1-4a15-8a5e-da84e2096032,Sixteen Candles,1984,50/50,/A3WGCAgJF33kZdlxUdyXHYdbYax.jpg
5d676501-e021-48c0-9d7a-3d5ad775e5fe,Legally Blonde,2001,30/70,/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg
56e47b21-7555-4e41-821e-d2b8c52c7c2c,Some Kind of Wonderful,1987,60/40,/6z6ZUrwbAJl9Nq43OY77O7iY80x.jpg
d06ca016-6bf1-4b00-8676-ff3d9b1dadf0,Roman Holiday,1953,75/25,/8lI9dmz1RH20FAqltkGelY1v4BE.jpg
9d780e5f-aca1-4b5b-9fac-166d535639d2,It Happened One Night,1934,45/55,/2PNUGWAflH6UUumas0POMmokHlc.jpg
37edd562-0ff2-4865-842f-cd19982abb5d,Garden State,2004,65/35,/h3iqYiGS6F3y7GxaS4AT8nFxZ2i.jpg
def7404b-6cd7-4ff4-ab29-1c7cedddc65f,Before Sunset,2004,80/20,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg
e57850b2-fb19-4cc0-850c-d29d8fc913fb,Endless Love,1981,90/10,/sU9jXtu7dtbAezz5LdrFZSyzztw.jpg
9630fb95-f074-464c-8a71-d210a2c4dfe5,Nine Months,1995,35/65,/z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg
596448a7-7c5b-46c6-b004-0eff26078720,Green Card,1990,55/45,/9UweLsv3pCORu25Uq72m2IBkKaK.jpg
d880ae16-a652-4ec4-82ed-61803e5a865c,The Graduate,1967,40/60,/qtVvdSsm2hvau6ItLe4gWdFKe2M.jpg
040383b9-00aa-410e-883c-058f7679ebda,Kate & Leopold,2001,70/30,/mUvikzKJJSg9khrVdxK8kg3TMHA.jpg
ba26bb1f-0717-4ff9-b335-dda2bf6a29cd,True Romance,1993,85/15,/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
5beffd56-82f9-4834-ad45-8e8b9888218f,Heartbreaker,2010,45/55,/sw7Sc4u2A9Y0dZ1543MoGVaQdmI.jpg
17f24e33-c873-4041-9bdb-9ebcc5a4fa63,The Sure Thing,1985,35/65,/a9cuohQn5kczi4htWZAZjEZvXkZ.jpg
b19febfc-985c-4203-868e-84d2035118f8,Eat Pray Love,2010,75/25,/9Hgiv1UEIjc8VwtOmFBCFzMs0er.jpg
22c6e341-aead-4bfa-9fb3-0c4637a46719,Bird on a Wire,1990,40/60,/vhsv2PrAPZ79ZpV64AJ2TiEI2zX.jpg
c97a9a1d-ea91-473d-a9cd-6ffb9b6ad52d,The Breakfast Club,1985,25/75,/vSqk5BeQ1HvP9wq0rWZyWqiwXeF.jpg
a4bd6b70-0a64-4e2f-8fb2-662d2418b55e,The Object of My Affection,1998,60/40,/7LlWOHxcDu0Qsf70LnKwMYV63kb.jpg
2bc58c41-0b0b-49ae-9ebb-ea6d6879cc45,Elizabethtown,2005,55/45,/mOdlzAQxhMgiaazRzif1YtJzg9s.jpg
dc9e254e-6467-43f8-a728-dd735a49dcfa,Pleasantville,1998,50/50,/m1hhYP6OScjKU5Z9iZaWirSn4I6.jpg
b8a1a1bf-adfc-4575-a35a-60f0ec0cae88,Sabrina,1995,70/30,/z1oNjotUI7D06J4LWQFQzdIuPnf.jpg
e33e2aef-867d-4c28-bfc8-639d9653d205,Duplex,2003,40/60,/qM4pY3ODOgV0HygDkYh6Y9oyxhZ.jpg
766de9d5-4242-4782-8159-edeb099029d8,Bull Durham,1988,55/45,/q3T9bO6p74NcTxWOhdUA6fASQ5T.jpg
4acbfaa4-0b0f-479e-be3e-5e9744739b76,HouseSitter,1992,45/55,
08abf992-2371-4f00-94c6-4b7027f0af65,French Kiss,1995,65/35,/odG0qfyK2SIc6vfGYIiH8aLASqL.jpg
421f4e7a-390f-4aa9-ae55-47c12deb8f79,Can't Buy Me Love,1987,60/40,/uHCkUHe63HUkWPmUmJ0kPmOQchJ.jpg
2c138576-e72d-42e0-ae88-682745ff1d9d,Blast from the Past,1999,50/50,/qVN4bbVX2tzaNbAdEJT5eOPq26c.jpg
58b3ac57-32c8-438f-bc08-71155cbb6920,Benny & Joon,1993,75/25,/7g7qYdUN9wDXJGIOj6U67RPIBHO.jpg
ec31adb0-2e5a-4e9a-92de-eb4e9917bc47,Reality Bites,1994,55/45,/qGDhodtpkpxkrFqokenGNJlzt6w.jpg
a5d61059-58c9-4dcd-b08b-fbd6ae20f10a,Little Black Book,2004,45/55,/votbcPlp3UO7JS7gRa86VDYLWL1.jpg
1a916045-1555-487c-bd5b-903a5b99f3e2,The Bachelor,1999,70/30,/lhDn0yzCDkVCzHEtoLdASSLDHxn.jpg
50967e80-7f6b-43fb-b43b-d9d7e33589bd,Cocktail,1988,40/60,/jFRhEPhtsln9tDwzMdZN3OlhUob.jpg
189f00c3-f21b-446b-8844-2e8fa4a87f31,Secret Admirer,1985,65/35,/4kJQ1R7zD1ckFPFfmyxI7kwPSiM.jpg
3a3266d0-9fee-464b-a26c-98825daf2ef9,Our Family Wedding,2010,50/50,/zvRn8aM9lmuBbbJVJgxZl41zarB.jpg
d19c2ab5-dcef-4de3-8c54-aea2cf4b2d7d,Sex and the City 2,2010,60/40,/iHSRxhZsPaVuLCivvV6WEkMVGWU.jpg
f363c4a3-1ff2-47a4-b89f-7d463f997846,Forgetting Sarah Marshall,2008,35/65,/d4elOzyhNWVlxpG7BwigrumkFTe.jpg
656d13da-9e5a-42a2-babb-94a0e3e4b967,License to Wed,2007,30/70,/lJbT99nN3jEe23EfQvmlSh6EQ2b.jpg
cb6c30ce-66bd-4dba-b79c-c47d1bfb06fc,Blind Date,1987,45/55,/cLb3akSpZhU5qkmCO46IHfJtcs0.jpg
ea496c46-ebc1-4430-bc14-ec151feae7fc,40 Days and 40 Nights,2002,55/45,/5a60NuJToRAc0gijjI5IRSVGKL3.jpg
a6528d40-9e33-462f-a83b-60dd1eb822cc,The Back-up Plan,2010,60/40,
838aaf53-0e41-4173-85aa-9cab92ff10f7,The Heartbreak Kid,2007,40/60,/bVWM0L3DqFpNE3Yt49WjAgTQUc0.jpg
50c92818-50be-4cf7-98d3-3729870dcf58,Picture Perfect,1997,65/35,/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg
af98712f-a519-4159-81d5-24fff51b2aea,Did You Hear About the Morgans?,2009,35/65,/an5zZaGHntApQbAmO8a9GYaGgnY.jpg
0bb4291e-fbd2-4980-aad9-0809af85af8a,The Prince and Me,2004,75/25,
40c0ecfe-77b9-457f-837b-a820bfacfc32,Two Can Play That Game,2001,50/50,/nhKRxaO9KWLyyVBr3I5G5mfJtJT.jpg
7b7a790d-68c5-4ecc-8d8c-a206f0fa1ec8,Love Don't Cost a Thing,2003,70/30,
48f470f1-fd27-45f9-8231-3205aef3c1cf,A Lot Like Love,2005,65/35,/6xrF9zwEbYiYBOalMO14RAWBLLj.jpg
50543dcc-2c63-4bdc-849e-1334e4a1ef1b,Boys and Girls,2000,55/45,/toBfY8t0Qos4irJjGRsnphIml3t.jpg
77dfc0cc-b006-4985-958d-1fde516588df,Just Wright,2010,75/25,/qx1SumoTQYtB9VyxQ7irlfE2e7L.jpg
256be1da-53b8-4694-b885-c69370321c93,My Best Friend's Girl,2008,40/60,/4Zn149rIsfIwBZZwIwuryRzVbon.jpg
2ba0cbbd-444f-4d4b-9ac3-a5fff099e94d,Waitress,2007,60/40,/sWKzEAxXNClhcHW4iAxYsEG8r0X.jpg
e2a504ae-1742-431f-9718-a73d9e6c46e9,Laws of Attraction,2004,50/50,/6aqR0xwmK0mPOIVShDlT88Vo5W0.jpg
fadc7ba8-b5d8-4611-83c0-2316e1879f42,Drive Me Crazy,1999,45/55,/qq2jbAOw5yWTaSPJIRHxvTf0bND.jpg
fcc16e6b-9ad4-4050-85cc-bf5b28a6d7ed,Win a Date with Tad Hamilton!,2004,60/40,/uVY9qtDib6rHEqSWsC8iek68u4C.jpg
9cae6c74-ca4b-43be-b513-f431cacdbd09,Serving Sara,2002,35/65,/uCVpsb5LxlfYShF3TXBo1mu8GeZ.jpg
58af655a-57a5-46db-a4d7-390be0e2c00f,That Old Feeling,1997,55/45,/seeCorvsPL07f3Ga4RKqzzg8BBk.jpg
5076b80d-dda4-4dce-87a5-2c6b60a7a95c,The Perfect Man,2005,70/30,/8cE4xZkmE7NkWcgNk8A6dZ7Ou6Q.jpg
dd789f07-a300-422f-9626-5dfcf6ffde3f,A Guy Thing,2003,30/70,/lpv86hQftikE2ecb1OPYFFMr98r.jpg
6c638ba1-2aa0-429e-91d9-83d37f736053,Life or Something Like It,2002,40/60,/b9lUSfCjv8jjNRSsmk65HEV1Pv3.jpg
41937bd7-92fb-4284-b066-06a59fb58f15,The Pick-up Artist,1987,45/55,/piGRGeDabRTMpgyDx7cPZM3MSpV.jpg
cfbec5b7-51f8-4287-a8ef-0965c34f79a6,Chasing Liberty,2004,65/35,/8tZh5VCTeSHdschsdhsBRSWJiqf.jpg
07ecd153-8c4c-4bd5-84d1-6b00448ee7cc,The Last Kiss,2006,80/20,/9NVvNUQ0OkaRmvTss0IxbhdErIe.jpg
f7ff6729-6a4b-4063-b545-49b08812810a,Get Over It,2001,50/50,/saVWvLE0haJTrH1c1YS68VTDKyC.jpg
c2ef6e39-f0dd-4c1f-b5c1-fd2b91db4215,Something New,2006,75/25,/w1nURdrpMLdUbcb67BUy77syi04.jpg
41a2b604-b23c-4b52-b92a-d7dbddb23ab4,First Daughter,2004,60/40,/iUZ3hDMo8SGY2IoujCKwVt8ukm9.jpg
e2fda509-ccde-4dfb-b943-02a7148fa6e5,Never Again,2001,70/30,/oNPg56hNSdAdr9ttVYwVtxbBIrM.jpg
ea503a5a-3ea2-465f-8ac7-b28d1d68294c,The Romantics,2010,85/15,/cgyXubpBzHuXTGu8gnBQ1gUrcNY.jpg
9d82ad5f-701a-4aec-bfec-5ea2a31677c0,What Women Want,2011,55/45,/jekYtOCIJLbLvMwydfGUrVv8Gge.jpg
a2d5ba5f-b7a2-45a4-a54a-f31e7413ade5,All Over the Guy,2001,45/55,/tIO6jd2stGtM6pLvX8Jm85efw9Q.jpg
6f18da47-cf19-413d-86c9-4f85736bf084,Crush,2001,65/35,/1ZEWDLOhlOymdcitI31kwulUJ6G.jpg
75936978-15de-4e2e-ac83-57a978a6e951,Head Over Heels,2001,55/45,/AqUCPHv1hqQjhzFqMTiAaPxL43Q.jpg
5c35aac8-0339-4182-8e13-50c698990b24,Whatever It Takes,2000,40/60,/u9UtZNMj2m7dtOP6RcMAeRfqmnF.jpg
553f77b8-e3de-4100-bd96-383a80a2cf58,My Life in Ruins,2009,70/30,/u9UXXbGeUlgBOvUVxASVnFdvuLD.jpg
dcff8993-3e74-4657-b12b-ad311f95ba70,Boat Trip,2002,30/70,/xHFJt9nEfVIUItBfKZr7qhbgveL.jpg
d19d2ef8-8478-4b24-86ca-cdc0b6f171b6,The Time Traveler's Wife,2009,95/5,/J3ewuzQwhFro0pDpdcbZ4j7MYy.jpg
ea03ae74-8aa9-455e-91fa-1f2dbac213bc,The Longest Ride,2015,95/5,/qdUVfvPBvT6cetDDM7rn8y2CNZE.jpg
649e2afe-74d4-4692-8313-58469fccff27,Anchorman: The Legend of Ron Burgundy,2004,5/95,/9rQceSyOxJpOVsJRhkgoxNqbkvA.jpg
42984761-6103-4993-8f88-70ca2df466bd,Superbad,2007,5/95,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg
d98584f7-f0a1-4fde-901b-15dd47878d40,Ace Ventura: Pet Detective,1994,1/99,/yaHnZqJvsSddOKYxf4zCj2Ww2hA.jpg
d98584f7-f0a1-4fde-901b-15dd47878d40,Call Me by Your Name,2017,99/1,/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg
